pid	saledatelatest	salepricelatest
18306	20150604	546900
18307	20150428	465000
18308	20150219	435500
18309	20150407	458200
18310	20150407	453800
18311	20170815	620000
18312	20180502	435000
18313	20180330	530000
18314	20140829	398500
18315	20140930	370000
18316	20140807	374200
18317	20171225	408000
18318	20160323	435000
18319	20140923	473700
18320	20150515	368700
18321	20160203	349100
18322	20150710	388100
18323	20150929	399600
18324	20150706	370400
18325	20140623	450000
18326	20150617	385300
18327	20150930	372200
18328	20150608	364400
18329	20150813	382700
18330	20180326	420000
18331	20151223	388900
18332	20150811	361700
18333	20150706	371500
18334	20180319	180000
18335	20150407	463900
18336	20140930	482200
18337	20150316	587100
18338	20141120	438300
18339	20140926	429400
18340	20141006	453400
18341	20150330	460000
18342	20150211	453900
18343	20150217	363900
18344	20150105	357900
18345	20160502	367000
18346	20161011	394500
18347	20150925	424500
18348	20160210	376900
18349	20150319	350000
18350	20140923	371000
18351	20150914	357600
18352	20151209	367000
18353	20161013	455000
18354	20180806	8200
18355	20170505	440000
18356	20150330	446500
18357	20160427	396000
18358	20160923	442000
18359	20170110	435900
18360	20170503	469000
18361	20181025	510000
18362	20170227	411200
18363	20170608	445500
18364	20160426	427500
18365	20150313	526800
18366	20171016	525000
18367	20150429	428500
18368	20150810	419000
18369	20160415	401300
18370	20151230	430000
18371	20150925	415000
18372	20151215	414000
18373	20160831	438900
18374	20170823	419500
18375	20160413	425000
18376	20170222	424400
18377	20161222	435300
18378	20170207	425000
18379	20161222	427700
18380	20171214	439900
18381	20160307	445600
18382	20151028	467500
18383	20160222	404000
18384	20150429	329500
18385	20160219	457800
18386	20160909	439000
18387	20160330	351700
18388	20160729	414800
18389	20150514	376600
18390	20161230	429400
18391	20150616	377300
18392	20150529	505300
18393	20150218	493600
18394	20150227	514800
18395	20150219	502200
18396	20150317	362100
18397	20150317	389700
18398	20150729	463700
18399	20150313	449300
18400	20151210	425000
18401	20150227	419900
18402	20150309	432900
18403	20150702	451700
18404	20150731	463700
18405	20151023	421100
18406	20150729	402000
18407	20150925	509400
18408	20150430	484700
18409	20150313	398400
18410	20171205	400000
18411	20180216	550000
18412	20150328	450100
18413	20150313	440600
18414	20150630	456800
18415	20150429	455800
18416	20150821	515000
18417	20150331	474500
18418	20150811	501800
18419	20180816	470000
18420	20150914	367000
18421	20150903	438900
18422	20150903	462500
18423	20160315	380600
18424	20160718	408000
18425	20160321	540800
18426	20170612	416100
18427	20170424	341500
18428	20170807	362000
18429	20170615	409600
18430	20170710	345400
18431	20170717	413100
18432	20170505	394800
18433	20170510	381000
18434	20161206	423500
18435	20150811	532100
18436	20160808	409000
18437	20170104	362000
18438	20170710	425000
18439	20171006	414400
18440	20170710	412800
18441	20150903	434400
18442	20170608	397000
18443	20151214	386400
18444	20170419	426300
18445	20171030	364900
18446	20160908	388000
18447	20160608	354700
18448	20160223	471000
18449	20180112	384400
18450	20160204	377300
18451	20160204	320400
18452	20160321	413500
18453	20160403	373200
18454	20160302	328000
18455	20160308	380000
18456	20170616	445000
18457	20160321	317900
18458	20160908	406300
18459	20161005	396000
18460	20160502	358600
18461	20160420	340800
18462	20161118	331500
18463	20150811	442200
18464	20160321	474500
18465	20150811	501300
18466	20151028	440000
18467	20151223	462200
18468	20160502	472000
18469	20160311	443600
18470	20160622	260800
18471	20160914	275000
18472	20160831	313000
18473	20160615	295400
18474	20160819	285700
18475	20170601	217100
18476	20161102	259700
18477	20160607	295300
18478	20160930	313900
18479	20160528	312300
18480	20160623	279800
18481	20160531	303600
18482	20160622	294900
18483	20181026	335000
18484	20160622	294900
18485	20160415	323500
18486	20160318	274400
18487	20151231	344500
18488	20160627	258200
18489	20160617	258500
18490	20160705	260800
18491	20160622	1900
18492	20160622	263000
18493	20180420	310000
18494	20161025	271100
18495	20160922	294100
18496	20161130	324300
18497	20161103	288200
18498	20160914	261700
18499	20160824	248000
18500	20161117	272500
18501	20160916	289200
18502	20161214	272200
18503	20160831	255600
18504	20161230	277000
18505	20161025	259600
18506	20161028	267800
18507	20161230	271200
18508	20180530	335000
18509	20170308	299900
18510	20160628	466500
18511	20170718	423800
18512	20180216	405000
18513	20170428	450200
18514	20171207	405000
18515	20160727	453600
18516	20160531	246500
18517	20160920	289900
18518	20160916	267300
18519	20160608	251400
18520	20160920	255700
18521	20161031	272700
18522	20161028	293700
18523	20180730	310000
18524	20160829	271100
18525	20151228	276700
18526	20151221	255500
18527	20151222	265000
18528	20160513	286500
18529	20151228	262900
18530	20151228	277700
18531	20160531	256100
18532	20151221	260900
18533	20160520	289400
18534	20160622	279000
18535	20160331	319500
18536	20160415	310100
18537	20160509	295200
18538	20161017	315700
18539	20160429	269900
18540	20160526	294200
18541	20160627	285900
18542	20160627	286900
18543	20160531	259100
18544	20160812	315800
18545	20160711	471800
18546	20161228	394900
18547	20170421	389400
18548	20161027	447700
18549	20161014	397300
18550	20160128	555000
18551	20170130	516100
18552	20160420	540000
18553	20161121	520000
18554	20170331	593000
18555	20170120	591500
18556	20160729	506200
18557	20180320	695000
18558	20151230	599300
18559	20160831	611300
18560	20160311	532000
18561	20160322	537500
18562	20160331	573700
18563	20160324	531000
18564	20160330	563400
18565	20160226	271200
18566	20160429	273000
18567	20180316	310000
18568	20160511	260800
18569	20160822	292300
18570	20180531	315000
18571	20151228	265600
18572	20160624	273800
18573	20160318	276000
18574	20160324	259700
18575	20180219	320000
18576	20151228	256100
18577	20151130	281000
18578	20151123	272300
18579	20151124	285000
18580	20151118	310000
18581	20151120	270000
18582	20151222	259100
18583	20151230	264000
18584	20180725	315000
18585	20160825	260000
18586	20160722	278600
18587	20161216	280000
18588	20160624	266300
18589	20160627	283500
18590	20160531	268000
18591	20160629	289000
18592	20170223	301000
18593	20160927	300000
18594	20161130	282100
18595	20161129	278300
18596	20161031	280600
18597	20161109	286100
18598	20161115	272500
18599	20181017	329900
18600	20161128	330800
18601	20170822	380000
18602	20170428	348900
18603	20170321	343500
18604	20170821	348300
18605	20170526	353200
18606	20170310	403700
18607	20170417	379400
18608	20170111	375000
18609	20170104	441100
18610	20180820	105000
18611	20160725	374500
18612	20160608	510000
18613	20161129	415600
18614	20161206	437800
18615	20170104	365000
18616	20170531	400900
18617	20160725	401100
18618	20170207	500200
18619	20170207	397100
18620	20170424	422100
18621	20170309	536400
18622	20160908	563000
18623	20161019	385000
18624	20160908	369900
18625	20160908	379300
18626	20160808	466400
18627	20160808	405000
18628	20160908	369900
18629	20160808	375200
18630	20160808	400500
18631	20160908	373700
18632	20170104	529800
18633	20161206	478100
18634	20170626	395800
18635	20170628	427600
18636	20171020	369200
18637	20170809	410400
18638	20170620	375700
18639	20171109	395000
18640	20171204	395000
18641	20170613	348600
18642	20170815	348900
18643	20170609	492900
18644	20170309	482700
18645	20170309	454100
18646	20171006	386500
18647	20171109	399600
18648	20170919	353600
18649	20170919	409800
18650	20171226	415000
18651	20170628	396000
18652	20170607	383000
18653	20170309	444900
18654	20161206	599600
18655	20161103	511400
18656	20170504	477400
18657	20170510	520100
18658	20170207	378700
18659	20170213	440300
18660	20170207	488600
18661	20170811	400000
18662	20161011	448000
18663	20170628	478900
18664	20171228	372800
18665	20160831	521100
18666	20170213	503900
18667	20170329	438700
18668	20160404	477400
18669	20151228	487000
18670	20171027	528000
18671	20180627	537500
18672	20180131	528400
18673	20160527	570300
18674	20180816	466800
18675	20180807	470000
18676	20151230	479000
18677	20170629	394100
18678	20170714	426100
18679	20160311	488900
18680	20181129	399200
18681	20180928	429100
18682	20170629	479200
18683	20151026	567200
18684	20151029	469000
18685	20180423	558000
18686	20180629	373800
18687	20180926	580000
18688	20180705	353400
18689	20180627	360100
18690	20150904	452500
18691	20171128	647600
18692	20150929	655100
18693	20150925	605400
18694	20171023	223000
18695	20160330	207100
18696	20141009	652700
18697	20181212	500000
18698	20171013	590000
18699	20170828	535300
18700	20180615	510800
18701	20170208	466900
18702	20160720	452300
18703	20180510	540000
18704	20160726	541000
18705	20150130	480600
18706	20150210	519100
18707	20160328	472700
18708	20151221	559000
18709	20141110	551500
18710	20141022	511900
18711	20141020	507500
18712	20141008	559400
18713	20140919	625800
18714	20141103	599100
18715	20150306	682200
18716	20151119	457800
18717	20150518	404300
18718	20150630	389000
18719	20150930	497800
18720	20150331	467100
18721	20181228	536000
18722	20151207	510500
18723	20170427	419600
18724	20180508	548900
18725	20170228	529900
18726	20180711	490000
18727	20150330	400000
18728	20150515	450700
18729	20150505	443400
18730	20150507	473800
18731	20170222	200000
18732	20141119	469200
18733	20160122	563100
18734	20160202	571200
18735	20150918	610400
18736	20161028	500900
18737	20160329	477500
18738	20141219	474900
18739	20150325	487700
18740	20141230	472300
18741	20141112	586600
18742	20140923	398600
18743	20151223	430000
18744	20151125	480400
18745	20181218	678000
18746	20181203	740000
18747	20160925	502700
18748	20161229	661600
18749	20160929	520500
18750	20160722	706400
18751	20171218	636400
18752	20180525	664000
18753	20180612	729200
18754	20170118	600600
18755	20170202	673700
18756	20180531	481900
18757	20180525	535900
18758	20181130	625000
18759	20170209	582600
18760	20170620	563800
18761	20180830	687200
18762	20180322	581200
18763	20180831	761100
18764	20171011	461100
18765	20171228	689400
18766	20171019	643900
18767	20180807	596700
18768	20180928	567700
18769	20180601	650000
18770	20180625	728000
18771	20170726	550800
18772	20170920	595400
18773	20180308	637100
18774	20170330	519500
18775	20180822	571000
18776	20160729	399200
18777	20180620	382200
18778	20180302	538100
18779	20160930	443900
18780	20171208	545000
18781	20161129	461800
18782	20170512	603100
18783	20180831	598000
18784	20170329	425200
18785	20180227	441200
18786	20171215	461000
18787	20180625	410900
18788	20181026	485400
18789	20181106	444400
18790	20180806	451000
18791	20180323	496300
18792	20180629	542600
18793	20160819	611000
18794	20171214	654300
18795	20181031	420800
18796	20180928	578200
18797	20180814	487700
18798	20180625	432000
18799	20170602	417900
18800	20170602	495100
18801	20170331	537400
18802	20170421	489700
18803	20180309	527600
18804	20161228	481100
18805	20161216	482000
18806	20181031	494900
18807	20181114	455700
18808	20181128	530000
18809	20181004	453500
18810	20180628	437000
18811	20161130	561400
18812	20170103	409100
18813	20170621	531200
18814	20160606	489400
18815	20160721	451200
18816	20160926	81700
18817	20171030	412100
18818	20161202	519300
18819	20150715	340000
18820	20180822	580000
18821	20160504	379200
18822	20150804	438900
18823	20151029	309800
18824	20160421	315000
18825	20180213	442000
18826	20170905	335700
18827	20171030	408900
18828	20171012	496500
18829	20180221	327300
18830	20171212	427700
18831	20181107	350000
18832	20180302	402700
18833	20170727	421000
18834	20170929	446200
18835	20170405	428400
18836	20170929	523400
18837	20170621	389000
18838	20170711	409500
18839	20170711	396100
18840	20160711	440000
18841	20170727	392100
18842	20160912	439600
18843	20161202	513100
18844	20170202	377000
18845	20161102	456200
18846	20170503	315100
18847	20160302	400400
18848	20161028	517000
18849	20171030	443800
18850	20180907	489500
18851	20160808	458400
18852	20170109	417600
18853	20160419	475400
18854	20171114	313300
18855	20170829	419600
18856	20161118	623900
18857	20160419	409200
18858	20160302	410000
18859	20160621	330900
18860	20180404	349800
18861	20180507	365000
18862	20180808	451100
18863	20180213	506500
18864	20180109	467700
18865	20180706	3441000
18866	20151113	332500
18867	20160504	450100
18868	20180607	349900
18869	20180302	394200
18870	20180516	350000
18871	20170905	436000
18872	20150908	395000
18873	20160302	363500
18874	20170915	368100
18875	20180313	298400
18876	20170303	272200
18877	20161206	290600
18878	20170613	277800
18879	20170405	326900
18880	20170303	332600
18881	20170823	297000
18882	20171207	337400
18883	20170202	354200
18884	20160302	332600
18885	20180213	362900
18886	20180907	340900
18887	20170829	368800
18888	20180808	340200
18889	20180808	337700
18890	20160203	367700
18891	20181101	305700
18892	20181101	304600
18893	20180430	335000
18894	20180907	381000
18895	20180508	323600
18896	20160302	295100
18897	20160419	297900
18898	20170405	360700
18899	20180808	385000
18900	20180829	312400
18901	20180808	339500
18902	20180313	328100
18903	20180508	356300
18904	20170907	341900
18905	20171030	322600
18906	20180109	378100
18907	20171114	288200
18908	20180118	312200
18909	20170202	309000
18910	20180328	114200
18911	20181107	318700
18912	20180404	306600
18913	20180706	296300
18914	20180821	350000
18915	20160711	282300
18916	20180808	321800
18917	20180508	318000
18918	20181003	317700
18919	20171012	330600
18920	20151228	332200
18921	20151228	300400
18922	20180213	315800
18923	20181003	300300
18924	20180622	310000
18925	20160302	357800
18926	20161028	372800
18927	20180508	327400
18928	20181204	340500
18929	20180907	310200
18930	20180508	335300
18931	20180213	300700
18932	20160606	339400
18933	20151228	284000
18934	20170405	318500
18935	20180907	379100
18936	20170630	312000
18937	20150904	297000
18938	20151027	291300
18939	20180808	325300
18940	20180508	324600
18941	20180706	370000
18942	20180213	537200
18943	20181107	353000
18944	20160606	473500
18945	20181003	337200
18946	20161102	517700
18947	20180404	488300
18948	20160711	519900
18949	20180412	344900
18950	20180506	518900
18951	20180118	323300
18952	20160323	495500
18953	20170621	492900
18954	20170621	390000
18955	20170202	452100
18956	20180302	296300
18957	20160318	370000
18958	20181003	403200
18959	20171114	443100
18960	20170519	380000
18961	20180808	550000
18962	20141001	62700
18963	20170519	451000
18964	20150624	381500
18965	20181101	424000
18966	20180109	426700
18967	20151228	713400
18968	20161028	919900
18969	20161102	928300
18970	20170508	700600
18971	20170508	796600
18972	20160331	613200
18973	20170711	900000
18974	20170905	680000
18975	20060317	42800
18976	20180911	887200
18977	20170524	763600
18978	20180504	700100
18979	20180508	409000
18980	20180507	460600
18981	20180808	453100
18982	20180907	535700
18983	20180221	549100
18984	20180411	456900
18985	20171114	494600
18986	20180607	425000
18987	20181107	375200
18988	20160926	47600
18989	20180404	561600
18990	20170801	558100
18991	20170410	570700
18992	20170519	635900
18993	20181107	401200
18994	20181107	427400
18995	20180507	505500
18996	20180504	424700
18997	20180411	385900
18998	20181107	437400
18999	20180907	553800
19000	20181003	417100
19001	20180531	349100
19002	20180727	441400
19003	20180302	446200
19004	20181003	449100
19005	20181003	460000
19006	20170905	525900
19007	20180808	464900
19008	20181101	468800
19009	20170512	535000
19010	20180706	513600
19011	20170613	365000
19012	20180411	458400
19013	20170202	414200
19014	20181003	403500
19015	20180907	411000
19016	20180508	419300
19017	20180607	526400
19018	20180608	665000
19019	20170228	494000
19020	20150819	471600
19021	20150630	521800
19022	20150702	461600
19023	20150807	441800
19024	20150630	435600
19025	20150707	609300
19026	20150930	575700
19027	20150618	416700
19028	20150529	535700
19029	20150828	600800
19030	20180525	630000
19031	20150617	444000
19032	20150529	494300
19033	20181029	691000
19034	20151223	481600
19035	20170216	496000
19036	20170718	480000
19037	20170828	458000
19038	20150713	493700
19039	20160923	320000
19040	20150616	261300
19041	20180612	287500
19042	20150714	238300
19043	20150618	273400
19044	20161209	265000
19045	20150608	262900
19046	20150528	264000
19047	20150610	274100
19048	20150529	264200
19049	20170627	276000
19050	20151016	271600
19051	20150623	249700
19052	20150831	252700
19053	20151008	239500
19054	20150619	241400
19055	20150615	281600
19056	20180607	275000
19057	20150622	277500
19058	20160525	282000
19059	20160321	259200
19060	20150713	256300
19061	20150610	238700
19062	20150529	266100
19063	20150529	237600
19064	20150610	258200
19065	20150619	235200
19066	20151223	245100
19067	20160615	272000
19068	20181120	296000
19069	20150626	234600
19070	20150629	282800
19071	20160720	400900
19072	20160826	500000
19073	20160811	528300
19074	20161214	525500
19075	20161208	481300
19076	20161014	456000
19077	20170117	596100
19078	20161230	562900
19079	20160331	512200
19080	20160627	600600
19081	20151229	395600
19082	20151228	379600
19083	20160211	582400
19084	20151214	550300
19085	20151217	565500
19086	20160315	548300
19087	20151231	497800
19088	20151231	410600
19089	20160407	596600
19090	20150828	400800
19091	20160831	488000
19092	20170421	474700
19093	20170118	424800
19094	20161116	420400
19095	20160930	416000
19096	20160909	363200
19097	20160624	384600
19098	20161110	500700
19099	20160624	417400
19100	20160812	370000
19101	20170922	511800
19102	20181107	490300
19103	20160824	400400
19104	20170621	400000
19105	20170927	420000
19106	20160711	387700
19107	20151223	401300
19108	20150731	416400
19109	20151130	356300
19110	20151209	389500
19111	20170526	411100
19112	20151230	389400
19113	20180330	507000
19114	20151029	508600
19115	20150805	381700
19116	20160526	427300
19117	20160519	471600
19118	20170509	465400
19119	20160629	357200
19120	20171103	434900
19121	20160909	379000
19122	20161118	405000
19123	20160106	402100
19124	20161122	566600
19125	20160723	381500
19126	20161230	452300
19127	20160608	391600
19128	20180420	503000
19129	20160630	385500
19130	20160628	405000
19131	20170505	498100
19132	20160331	421400
19133	20170418	417000
19134	20170228	475000
19135	20161017	405100
19136	20161230	483900
19137	20151230	430000
19138	20150828	375200
19139	20170608	387200
19140	20170612	441600
19141	20160401	392500
19142	20150804	400400
19143	20180119	473000
19144	20160330	420600
19145	20151230	391600
19146	20151124	474400
19147	20170703	466000
19148	20160324	503000
19149	20161221	495500
19150	20151231	375000
19151	20160527	381100
19152	20160630	513000
19153	20161230	360400
19154	20151130	373500
19155	20151109	381200
19156	20151218	395100
19157	20161111	484000
19158	20180928	438000
19159	20160503	377200
19160	20161128	394800
19161	20161021	388100
19162	20170217	385000
19163	20160331	399200
19164	20160805	406500
19165	20160219	354800
19166	20151230	393800
19167	20170331	335400
19168	20160624	378500
19169	20161015	441900
19170	20150731	419800
19171	20170118	468300
19172	20161027	286200
19173	20161229	282400
19174	20161228	254300
19175	20180226	300000
19176	20170731	268500
19177	20161228	287600
19178	20161118	315000
19179	20151002	241600
19180	20160506	253000
19181	20180828	292000
19182	20181022	295000
19183	20180207	299000
19184	20160218	254100
19185	20160804	279900
19186	20151209	260200
19187	20160614	252600
19188	20161117	274000
19189	20160920	264300
19190	20160615	255000
19191	20160614	257300
19192	20151209	255300
19193	20151209	250500
19194	20160129	291200
19195	20160307	243500
19196	20160128	270000
19197	20160408	270800
19198	20160610	246200
19199	20151230	286100
19200	20150804	248900
19201	20150729	259100
19202	20151030	252000
19203	20160831	282400
19204	20170210	257000
19205	20160722	255000
19206	20151231	261500
19207	20151222	243200
19208	20151229	238500
19209	20170411	284000
19210	20160830	252300
19211	20181101	287500
19212	20171221	270000
19213	20160823	254100
19214	20161228	254300
19215	20161230	278400
19216	20160923	254000
19217	20170426	286600
19218	20181210	117500
19219	20161215	278600
19220	20161114	304700
19221	20151230	281500
19222	20161031	291000
19223	20161128	282000
19224	20161220	267600
19225	20170530	308900
19226	20161128	278900
19227	20160628	270000
19228	20160129	258100
19229	20160819	278300
19230	20160930	246200
19231	20160621	251400
19232	20160520	293500
19233	20160624	274800
19234	20160729	256900
19235	20160524	254500
19236	20160628	259300
19237	20160831	269800
19238	20160812	259400
19239	20160830	242400
19240	20161216	255600
19241	20161116	267000
19242	20170714	305700
19243	20161014	283600
19244	20160725	260800
19245	20160729	286200
19246	20160725	265400
19247	20180518	651700
19248	20170831	376800
19249	20171229	391700
19250	20171110	401500
19251	20180618	526900
19252	20171229	373100
19253	20180228	406800
19254	20180208	396600
19255	20180303	434300
19256	20171229	432400
19257	20180126	417700
19258	20171030	359300
19259	20170929	411900
19260	20170614	407400
19261	20171228	427100
19262	20180119	412000
19263	20170626	407900
19264	20171211	561300
19265	20171128	405100
19266	20171027	399600
19267	20180504	455700
19268	20180316	515800
19269	20180928	447700
19270	20180827	461300
19271	20181012	457400
19272	20180918	585000
19273	20180523	416200
19274	20180529	414100
19275	20180328	402300
19276	20181228	385000
19277	20180926	416500
19278	20181130	369300
19279	20180314	410400
19280	20181025	613500
19281	20170414	394900
19282	20180418	421500
19283	20171229	415000
19284	20171228	414500
19285	20171011	398400
19286	20170519	560200
19287	20180521	510000
19288	20180504	414100
19289	20180601	479900
19290	20180810	418600
19291	20180629	438000
19292	20180330	410100
19293	20180330	435400
19294	20180720	462700
19295	20180724	417000
19296	20181026	425600
19297	20180326	388500
19298	20180126	444300
19299	20180606	706400
19300	20180622	402900
19301	20171227	362900
19302	20180727	410100
19303	20180628	418800
19304	20180330	410100
19305	20180904	383600
19306	20181130	421400
19307	20180907	467800
19308	20181023	636200
19309	20181116	600600
19310	20180829	439900
19311	20180928	491200
19312	20180913	477500
19313	20180928	605600
19314	20180330	328800
19315	20180320	279800
19316	20180502	277000
19317	20180212	267000
19318	20180501	315600
19319	20170105	270200
19320	20171229	284800
19321	20171117	275700
19322	20180117	268600
19323	20171229	303400
19324	20171208	293800
19325	20171031	341300
19326	20170830	301400
19327	20171211	317700
19328	20171215	301800
19329	20170907	296400
19330	20170928	349000
19331	20180129	321000
19332	20180129	263200
19333	20180129	355500
19334	20170928	310800
19335	20171110	266500
19336	20180105	273400
19337	20171011	260600
19338	20171205	267143
19339	20170925	269100
19340	20180131	313800
19341	20171228	317500
19342	20171030	279100
19343	20171030	323100
19344	20170921	283200
19345	20170630	295300
19346	20170830	342100
19347	20170825	263100
19348	20170929	286500
19349	20171026	285500
19350	20170831	334300
19351	20170509	296300
19352	20170804	279000
19353	20170825	285000
19354	20170929	298000
19355	20170707	300000
19356	20170828	276800
19357	20170801	258800
19358	20171027	268000
19359	20170929	284000
19360	20171229	266100
19361	20170921	264400
19362	20170804	289200
19363	20170619	290300
19364	20170410	271600
19365	20170713	309300
19366	20170531	285000
19367	20170426	295400
19368	20170418	280000
19369	20170419	321200
19370	20170406	319200
19371	20170414	291000
19372	20170606	275000
19373	20170824	274800
19374	20170421	334600
19375	20170419	311600
19376	20171005	289800
19377	20171229	266200
19378	20171229	269200
19379	20170814	254400
19380	20171229	276100
19381	20170104	263000
19382	20171229	310500
19383	20170407	278000
19384	20170515	301900
19385	20170714	293400
19386	20170908	257600
19387	20171229	318000
19388	20170523	319200
19389	20170428	286700
19390	20170418	282900
19391	20170418	308900
19392	20181023	325000
19393	20170414	271900
19394	20171108	264400
19395	20171117	274000
19396	20171201	253200
19397	20170403	303000
19398	20180228	522400
19399	20181025	519400
19400	20181210	539000
19401	20181102	658600
19402	20180723	518300
19403	20180430	493400
19404	20171228	554000
19405	20170522	602400
19406	20180330	568000
19407	20170508	618000
19408	20171006	544600
19409	20180427	611800
19410	20171206	510800
19411	20171208	595500
19412	20170530	499700
19413	20171215	283500
19414	20180206	293300
19415	20180330	322500
19416	20171229	308400
19417	20180228	284500
19418	20171006	305000
19419	20171102	274900
19420	20171213	305300
19421	20180524	273400
19422	20170831	298100
19423	20180330	268900
19424	20180518	275100
19425	20161230	282300
19426	20161229	308700
19427	20161216	262700
19428	20170118	280000
19429	20170330	296000
19430	20170420	284000
19431	20180702	310000
19432	20180315	295000
19433	20170728	275100
19434	20180620	330000
19435	20171218	327500
19436	20171006	305300
19437	20180316	294000
19438	20171027	278200
19439	20180330	301700
19440	20171229	290400
19441	20171031	318000
19442	20180126	292000
19443	20170613	298000
19444	20170810	293800
19445	20180131	311000
19446	20171229	266200
19447	20171129	271500
19448	20180126	261700
19449	20170626	260200
19450	20170929	265500
19451	20170809	269200
19452	20170609	266500
19453	20161230	562300
19454	20170706	604200
19455	20161230	509400
19456	20170616	577100
19457	20170714	621500
19458	20170505	490900
19459	20171229	665300
19460	20171211	531700
19461	20170512	648500
19462	20161228	426100
19463	20161230	452900
19464	20161227	435400
19465	20161230	399400
19466	20170324	389600
19467	20170306	494200
19468	20171218	424400
19469	20180330	458400
19470	20171026	457600
19471	20180726	456400
19472	20170418	389500
19473	20180706	518600
19474	20180827	445400
19475	20160927	528400
19476	20171025	504400
19477	20180423	527200
19478	20171013	459000
19479	20180410	535500
19480	20171025	489800
19481	20181005	697400
19482	20170628	479200
19483	20180425	476500
19484	20170313	459800
19485	20170613	460200
19486	20170830	568600
19487	20170424	513700
19488	20180823	445000
19489	20171003	479500
19490	20160829	434200
19491	20181029	805500
19492	20161031	482600
19493	20181107	403000
19494	20180307	544100
19495	20180921	579000
19496	20171025	491700
19497	20170629	517300
19498	20181019	462500
19499	20180430	594600
19500	20170927	407900
19501	20181116	559800
19502	20170923	525000
19503	20170518	467800
19504	20170719	474700
19505	20180604	531600
19506	20170828	545900
19507	20171002	756371
19508	20170627	682300
19509	20170420	837400
19510	20161031	873800
19511	20170707	826200
19512	20181019	705100
19513	20181030	1102900
19514	20180419	835500
19515	20181029	817500
19516	20180124	814100
19517	20171016	925100
19518	20180611	830800
19519	20171006	591300
19520	20170115	619600
19521	20170418	760400
19522	20170731	648000
19523	20161107	567900
19524	20170519	553700
19525	20170616	661000
19526	20170323	585000
19527	20171003	713600
19528	20180110	503200
19529	20180222	535700
19530	20180611	613400
19531	20171219	611500
19532	20170424	584400
19533	20171212	697100
19534	20180120	862800
19535	20181019	489300
19536	20180726	1069800
19537	20181011	1362400
19538	20180529	1314200
19539	20180425	475600
19540	20181019	630100
19541	20180827	442200
19542	20180611	536200
19543	20181019	472200
19544	20180928	761000
19545	20180924	601000
19546	20180403	755100
19547	20180308	494400
19548	20181114	845800
19549	20180921	707000
19550	20181203	888900
19551	20180730	494200
19552	20181128	498800
19553	20181130	380300
19554	20181116	409100
19555	20181130	337500
19556	20181130	375400
19557	20180918	331900
19558	20181126	329500
19559	20181130	355300
19560	20180815	436300
19561	20180829	397900
19562	20180815	458500
19563	20180628	420700
19564	20181029	450300
19565	20180910	407700
19566	20180827	460000
19567	20181031	399000
19568	20180815	469800
19569	20180830	415700
19570	20181019	490600
19571	20180815	424300
19572	20180831	482500
19573	20180831	465700
19574	20181126	473700
19575	20181129	423900
19576	20181019	497800
19577	20181026	462700
19578	20180815	364700
19579	20181009	409400
19580	20180831	330000
19581	20180820	403200
19582	20180825	363400
19583	20180815	329500
19584	20180629	401500
19585	20180629	340000
19586	20180629	395600
19587	20181009	371300
19588	20181004	345100
19589	20180928	363600
19590	20181130	337400
19591	20181130	354400
19592	20181025	325100
19593	20181018	332400
19594	20180914	339500
19595	20180827	330400
19596	20180830	343500
19597	20180827	319100
19598	20180831	334400
19599	20180831	338400
19600	20181009	323100
19601	20181023	339500
19602	20181017	327400
19603	20181016	322700
19604	20181009	336400
19605	20181130	329100
19606	20181130	332400
19607	20181130	349000
19608	20180829	325200
19609	20180815	334500
19610	20180829	326300
19611	20180628	313100
19612	20180531	346900
19613	20180531	312500
19614	20180625	332000
19615	20180629	318100
19616	20180815	345000
19617	20180531	348100
19618	20180531	330400
19619	20180824	325000
19620	20180817	339500
19621	20180822	347300
19622	20181130	336400
19623	20160715	346300
19624	20150619	326600
19625	20151012	427900
19626	20150930	460800
19627	20160519	460000
19628	20151104	369000
19629	20150602	410700
19630	20150424	335800
19631	20150818	353000
19632	20151022	393700
19633	20151130	374800
19634	20150629	331500
19635	20150818	589000
19636	20170208	813900
19637	20180507	721400
19638	20170929	760000
19639	20170629	910000
19640	20170830	859200
19641	20160308	750000
19642	20160627	780000
19643	20160928	300000
19644	20160205	321200
19645	20160311	296200
19646	20160224	305500
19647	20150911	336200
19648	20160304	310000
19649	20170922	249900
19650	20160212	350400
19651	20150916	286400
19652	20150330	332500
19653	20150619	358000
19654	20150724	250000
19655	20150331	336300
19656	20150911	364000
19657	20150522	344300
19658	20151020	292400
19659	20170725	380000
19660	20150714	317000
19661	20150826	292000
19662	20150805	295700
19663	20150814	320800
19664	20160331	340000
19665	20160628	324500
19666	20160414	336200
19667	20151216	304600
19668	20150925	349800
19669	20181130	345000
19670	20161104	325000
19671	20151029	323000
19672	20160708	340100
19673	20160329	317300
19674	20151230	280000
19675	20160226	250000
19676	20170421	300000
19677	20150615	277000
19678	20151009	283300
19679	20150917	267500
19680	20170919	330000
19681	20160128	273000
19682	20150910	272000
19683	20151130	231000
19684	20150930	287000
19685	20151204	232000
19686	20151111	274857
19687	20151009	278000
19688	20160316	275000
19689	20151120	272000
19690	20160316	232000
19691	20151201	291000
19692	20151204	258000
19693	20150930	270000
19694	20160601	267000
19695	20150929	233000
19696	20150730	277000
19697	20151211	261000
19698	20151117	376500
19699	20151223	277000
19700	20160330	359000
19701	20160211	300000
19702	20161215	343900
